chain_id,chain_symbol,created_at,expiration_date,id,issue_date,rhs_tradability,state,strike_price,tradability,type,updated_at,url,adjusted_mark_price,ask_price,ask_size,bid_price,bid_size,break_even_price,high_price,instrument,last_trade_price,last_trade_size,low_price,mark_price,open_interest,previous_close_date,previous_close_price,volume,chance_of_profit_long,chance_of_profit_short,delta,gamma,implied_volatility,rho,theta,vega,high_fill_rate_buy_price,high_fill_rate_sell_price,low_fill_rate_buy_price,low_fill_rate_sell_price,above_tick,below_tick,cutoff_price
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.822797Z,2/19/20,47940bce-20d1-4e60-9ee8-cb095923a57c,1/6/05,untradable,active,313,tradable,put,2020-01-18T10:54:00.822805Z,https://api.robinhood.com/options/instruments/47940bce-20d1-4e60-9ee8-cb095923a57c/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/47940bce-20d1-4e60-9ee8-cb095923a57c/,0.01,11,,0,1087,2/19/20,0.01,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.822748Z,2/19/20,feebda9b-4d31-4806-95f0-9a91f3ef45fd,1/6/05,untradable,active,313,tradable,call,2020-01-18T10:54:00.822756Z,https://api.robinhood.com/options/instruments/feebda9b-4d31-4806-95f0-9a91f3ef45fd/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/feebda9b-4d31-4806-95f0-9a91f3ef45fd/,24.65,16,,0,0,2/19/20,25.38,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.822699Z,2/18/20,ad262b63-300f-4982-8f8e-7283ea357b28,1/6/05,untradable,active,358,tradable,put,2020-01-18T10:54:00.822707Z,https://api.robinhood.com/options/instruments/ad262b63-300f-4982-8f8e-7283ea357b28/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/ad262b63-300f-4982-8f8e-7283ea357b28/,26.07,1,,0,0,2/19/20,21.31,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.822650Z,2/19/20,b13b18c4-c8d6-49d7-ac70-3a5a7f8439f8,1/6/05,untradable,active,353,tradable,put,2020-01-18T10:54:00.822657Z,https://api.robinhood.com/options/instruments/b13b18c4-c8d6-49d7-ac70-3a5a7f8439f8/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/b13b18c4-c8d6-49d7-ac70-3a5a7f8439f8/,,,,0,0,2/19/20,14.63,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.822600Z,2/19/20,f44f5a7b-459d-4606-aa89-31285cc12365,1/6/05,untradable,active,347,tradable,call,2020-01-18T10:54:00.822608Z,https://api.robinhood.com/options/instruments/f44f5a7b-459d-4606-aa89-31285cc12365/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/f44f5a7b-459d-4606-aa89-31285cc12365/,0.01,3,,0,138,2/19/20,0.01,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.822551Z,2/19/20,19a4d99a-90aa-4473-9a09-853bcd4d52ce,1/6/05,untradable,active,316,tradable,call,2020-01-18T10:54:00.822559Z,https://api.robinhood.com/options/instruments/19a4d99a-90aa-4473-9a09-853bcd4d52ce/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/19a4d99a-90aa-4473-9a09-853bcd4d52ce/,22.74,1,,0,0,2/19/20,22.38,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.822502Z,2/19/20,cbfbbd96-99a7-4ee0-be07-434c0fed1b13,1/6/05,untradable,active,314,tradable,put,2020-01-18T10:54:00.822510Z,https://api.robinhood.com/options/instruments/cbfbbd96-99a7-4ee0-be07-434c0fed1b13/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/cbfbbd96-99a7-4ee0-be07-434c0fed1b13/,0.01,100,,0,1379,2/19/20,0.01,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.822452Z,2/19/20,cc533c45-4891-4771-bcc8-bb9320c6e2aa,1/6/05,untradable,active,314,tradable,call,2020-01-18T10:54:00.822460Z,https://api.robinhood.com/options/instruments/cc533c45-4891-4771-bcc8-bb9320c6e2aa/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/cc533c45-4891-4771-bcc8-bb9320c6e2aa/,,,,0,0,2/19/20,24.44,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.822403Z,2/19/20,1a4afbac-1bdc-4e5f-ba2c-a4534e5ca5f0,1/6/05,untradable,active,348,tradable,call,2020-01-18T10:54:00.822411Z,https://api.robinhood.com/options/instruments/1a4afbac-1bdc-4e5f-ba2c-a4534e5ca5f0/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/1a4afbac-1bdc-4e5f-ba2c-a4534e5ca5f0/,0.01,10,,0,4221,2/19/20,0.01,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.822354Z,2/18/20,99b867f0-092d-40ef-89ad-ccdeb392be42,1/6/05,untradable,active,358,tradable,call,2020-01-18T10:54:00.822361Z,https://api.robinhood.com/options/instruments/99b867f0-092d-40ef-89ad-ccdeb392be42/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/99b867f0-092d-40ef-89ad-ccdeb392be42/,,,,0,0,2/19/20,0.01,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.822304Z,2/18/20,cfb0dae2-0993-4f0d-9f29-f30d3ae6fe59,1/6/05,untradable,active,356,tradable,call,2020-01-18T10:54:00.822312Z,https://api.robinhood.com/options/instruments/cfb0dae2-0993-4f0d-9f29-f30d3ae6fe59/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/cfb0dae2-0993-4f0d-9f29-f30d3ae6fe59/,,,,0,0,2/19/20,0.01,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.822255Z,2/18/20,00ff912b-8f0d-43c4-9ae7-215e94f7b10a,1/6/05,untradable,active,356,tradable,put,2020-01-18T10:54:00.822263Z,https://api.robinhood.com/options/instruments/00ff912b-8f0d-43c4-9ae7-215e94f7b10a/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/00ff912b-8f0d-43c4-9ae7-215e94f7b10a/,19.08,50,,0,0,2/19/20,19.31,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.822206Z,2/18/20,68d228d2-1108-4c6b-bae7-58d24ed9a10e,1/6/05,untradable,active,357,tradable,put,2020-01-18T10:54:00.822213Z,https://api.robinhood.com/options/instruments/68d228d2-1108-4c6b-bae7-58d24ed9a10e/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/68d228d2-1108-4c6b-bae7-58d24ed9a10e/,,,,0,0,2/19/20,20.31,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.822156Z,2/18/20,b92332df-9cd8-4adf-89dc-08c1a0cb65bf,1/6/05,untradable,active,357,tradable,call,2020-01-18T10:54:00.822163Z,https://api.robinhood.com/options/instruments/b92332df-9cd8-4adf-89dc-08c1a0cb65bf/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/b92332df-9cd8-4adf-89dc-08c1a0cb65bf/,,,,0,0,2/19/20,0.01,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.822106Z,2/19/20,c37d2c98-4ac3-43f5-aaad-9509b349aa6a,1/6/05,untradable,active,349,tradable,put,2020-01-18T10:54:00.822114Z,https://api.robinhood.com/options/instruments/c37d2c98-4ac3-43f5-aaad-9509b349aa6a/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/c37d2c98-4ac3-43f5-aaad-9509b349aa6a/,13.06,17,,0,0,2/19/20,10.63,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.822056Z,2/19/20,e7c33fd4-3245-4771-8df0-51c2c66d8b3c,1/6/05,untradable,active,348,tradable,put,2020-01-18T10:54:00.822064Z,https://api.robinhood.com/options/instruments/e7c33fd4-3245-4771-8df0-51c2c66d8b3c/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/e7c33fd4-3245-4771-8df0-51c2c66d8b3c/,10.9,2,,0,0,2/19/20,9.66,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.822007Z,2/19/20,f747d677-bcc9-4335-b5d9-55c828520213,1/6/05,untradable,active,349,tradable,call,2020-01-18T10:54:00.822014Z,https://api.robinhood.com/options/instruments/f747d677-bcc9-4335-b5d9-55c828520213/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/f747d677-bcc9-4335-b5d9-55c828520213/,0.01,5,,0,68,2/19/20,0.01,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.821957Z,2/19/20,1f3b2d22-12e3-4842-8eed-a49e349d0cb0,1/6/05,untradable,active,351,tradable,put,2020-01-18T10:54:00.821965Z,https://api.robinhood.com/options/instruments/1f3b2d22-12e3-4842-8eed-a49e349d0cb0/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/1f3b2d22-12e3-4842-8eed-a49e349d0cb0/,,,,0,0,2/19/20,12.63,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.821907Z,2/19/20,d013879f-31c4-4227-b8fc-bf498ba369f2,1/6/05,untradable,active,351,tradable,call,2020-01-18T10:54:00.821915Z,https://api.robinhood.com/options/instruments/d013879f-31c4-4227-b8fc-bf498ba369f2/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/d013879f-31c4-4227-b8fc-bf498ba369f2/,0.01,2,,0,533,2/19/20,0.01,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.821857Z,1/24/20,fcef8b3e-725c-4b9b-813e-b34a4d78ce7b,1/6/05,untradable,active,338.5,tradable,put,2020-01-18T10:54:00.821865Z,https://api.robinhood.com/options/instruments/fcef8b3e-725c-4b9b-813e-b34a4d78ce7b/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/fcef8b3e-725c-4b9b-813e-b34a4d78ce7b/,,,,0,0,2/19/20,9.65,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.821806Z,2/26/20,87068718-f7b9-46fb-9ce0-b36b26566270,1/6/05,untradable,active,350,tradable,put,2020-01-18T10:54:00.821814Z,https://api.robinhood.com/options/instruments/87068718-f7b9-46fb-9ce0-b36b26566270/,14.82,14.97,228,14.67,5,335.18,,https://api.robinhood.com/options/instruments/87068718-f7b9-46fb-9ce0-b36b26566270/,,,,14.82,0,2/19/20,11.68,0,0.497985,0.502015,-0.955041,0.011273,0.195517,-0.055059,-0.04338,0.040705,14.9,14.68,14.78,14.8,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.821755Z,1/24/20,e49e2cbb-f475-4fbb-a5b4-0be54fdac201,1/6/05,untradable,active,338.5,tradable,call,2020-01-18T10:54:00.821763Z,https://api.robinhood.com/options/instruments/e49e2cbb-f475-4fbb-a5b4-0be54fdac201/,0,0,0,0,0,0,,https://api.robinhood.com/options/instruments/e49e2cbb-f475-4fbb-a5b4-0be54fdac201/,,,,0,0,2/19/20,0.01,0,,,,,,,,,0,0,0,0,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.821704Z,2/26/20,4e2de570-691d-4ac8-b79d-10666d220ad4,1/6/05,untradable,active,345,tradable,put,2020-01-18T10:54:00.821712Z,https://api.robinhood.com/options/instruments/4e2de570-691d-4ac8-b79d-10666d220ad4/,9.82,9.92,5,9.72,5,335.18,8.69,https://api.robinhood.com/options/instruments/4e2de570-691d-4ac8-b79d-10666d220ad4/,8.69,20,6.96,9.82,45,2/19/20,6.69,40,0.49387,0.50613,-0.941201,0.019362,0.14091,-0.053474,-0.036888,0.050388,9.89,9.74,9.8,9.83,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.821638Z,2/26/20,a4d51da1-d14d-4329-86e4-bb3d2ded98c7,1/6/05,untradable,active,340,tradable,call,2020-01-18T10:54:00.821661Z,https://api.robinhood.com/options/instruments/a4d51da1-d14d-4329-86e4-bb3d2ded98c7/,0.45,0.45,1004,0.44,5,340.45,1,https://api.robinhood.com/options/instruments/a4d51da1-d14d-4329-86e4-bb3d2ded98c7/,0.45,10,0.29,0.445,2848,2/19/20,0.98,4748,0.147282,0.852718,0.172896,0.052398,0.113596,0.009453,-0.108003,0.109931,0.45,0.44,0.44,0.45,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.821588Z,2/26/20,3468559e-8914-45f8-9108-cff1f4f9cc33,1/6/05,untradable,active,365,tradable,put,2020-01-18T10:54:00.821596Z,https://api.robinhood.com/options/instruments/3468559e-8914-45f8-9108-cff1f4f9cc33/,29.83,29.98,228,29.67,5,335.17,,https://api.robinhood.com/options/instruments/3468559e-8914-45f8-9108-cff1f4f9cc33/,28.35,1,,29.825,0,2/19/20,26.69,0,0.504662,0.495338,-0.970111,0.004546,0.347204,-0.058356,-0.06003,0.029151,29.91,29.68,29.78,29.81,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.821538Z,2/26/20,f3d452ad-0994-4608-a154-b574d4d8c1e8,1/6/05,untradable,active,315,tradable,put,2020-01-18T10:54:00.821546Z,https://api.robinhood.com/options/instruments/f3d452ad-0994-4608-a154-b574d4d8c1e8/,0.12,0.12,1562,0.11,5493,314.88,0.14,https://api.robinhood.com/options/instruments/f3d452ad-0994-4608-a154-b574d4d8c1e8/,0.12,2,0.05,0.115,814,2/19/20,0.06,153,0.029367,0.970633,-0.027962,0.005802,0.257372,-0.00156,-0.058504,0.027581,0.12,0.11,0.11,0.12,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.821487Z,2/26/20,ede2ea3e-acc3-439e-b5ea-00654f13369b,1/6/05,untradable,active,335,tradable,put,2020-01-18T10:54:00.821496Z,https://api.robinhood.com/options/instruments/ede2ea3e-acc3-439e-b5ea-00654f13369b/,2.3,2.31,51,2.28,157,332.7,2.95,https://api.robinhood.com/options/instruments/ede2ea3e-acc3-439e-b5ea-00654f13369b/,2.27,6,0.7,2.295,1923,2/19/20,0.82,1737,0.33791,0.66209,-0.47515,0.06453,0.143577,-0.026559,-0.193668,0.171114,2.31,2.28,2.29,2.3,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.821432Z,2/26/20,16ee1849-2ba2-41f1-b750-3efe3ea8755a,1/6/05,untradable,active,330,tradable,call,2020-01-18T10:54:00.821442Z,https://api.robinhood.com/options/instruments/16ee1849-2ba2-41f1-b750-3efe3ea8755a/,6.21,6.23,59,6.19,185,336.21,7,https://api.robinhood.com/options/instruments/16ee1849-2ba2-41f1-b750-3efe3ea8755a/,6.27,4,5.94,6.21,568,2/19/20,8.75,77,0.445807,0.554193,0.781534,0.042131,0.162876,0.042041,-0.189537,0.126737,6.23,6.19,6.2,6.22,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.821370Z,2/26/20,2753a8c4-af6f-48e4-aa11-f06affe690c6,1/6/05,untradable,active,300,tradable,call,2020-01-18T10:54:00.821378Z,https://api.robinhood.com/options/instruments/2753a8c4-af6f-48e4-aa11-f06affe690c6/,35.29,35.45,200,35.12,263,335.29,,https://api.robinhood.com/options/instruments/2753a8c4-af6f-48e4-aa11-f06affe690c6/,35.9,5,,35.285,20,2/19/20,38.45,0,,,,,,,,,35.4,35.15,35.27,35.28,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.821307Z,2/26/20,ed2da639-bb3d-4fd8-a836-aaa2a07cb225,1/6/05,untradable,active,305,tradable,put,2020-01-18T10:54:00.821316Z,https://api.robinhood.com/options/instruments/ed2da639-bb3d-4fd8-a836-aaa2a07cb225/,0.06,0.06,6287,0.05,6127,304.94,0.04,https://api.robinhood.com/options/instruments/ed2da639-bb3d-4fd8-a836-aaa2a07cb225/,0.04,10,0.04,0.055,535,2/19/20,0.04,10,0.013273,0.986727,-0.012038,0.002203,0.33086,-0.000673,-0.036831,0.01346,0.06,0.05,0.05,0.06,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.821255Z,2/26/20,556f705f-a830-419b-96c7-10ea4e4c0f84,1/6/05,untradable,active,305,tradable,call,2020-01-18T10:54:00.821263Z,https://api.robinhood.com/options/instruments/556f705f-a830-419b-96c7-10ea4e4c0f84/,30.3,30.45,200,30.14,263,335.3,,https://api.robinhood.com/options/instruments/556f705f-a830-419b-96c7-10ea4e4c0f84/,,,,30.295,30,2/19/20,33.45,0,,,,,,,,,30.41,30.17,30.28,30.3,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.821202Z,2/26/20,26e4fb04-bdad-42ef-8d45-75e753be66e8,1/6/05,untradable,active,355,tradable,put,2020-01-18T10:54:00.821210Z,https://api.robinhood.com/options/instruments/26e4fb04-bdad-42ef-8d45-75e753be66e8/,19.83,19.98,228,19.67,5,335.17,,https://api.robinhood.com/options/instruments/26e4fb04-bdad-42ef-8d45-75e753be66e8/,,,,19.825,0,2/19/20,16.66,0,0.500527,0.499473,-0.96112,0.007843,0.249824,-0.056217,-0.051914,0.036188,19.91,19.68,19.78,19.81,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.821150Z,2/26/20,bd8d7f5f-8088-44ab-91f9-66978c5db97d,1/6/05,untradable,active,365,tradable,call,2020-01-18T10:54:00.821158Z,https://api.robinhood.com/options/instruments/bd8d7f5f-8088-44ab-91f9-66978c5db97d/,0.01,0.01,18132,0,0,365.01,,https://api.robinhood.com/options/instruments/bd8d7f5f-8088-44ab-91f9-66978c5db97d/,,,,0.005,10,2/19/20,0.01,0,0.002909,0.997091,0.003204,0.000937,0.241219,0.000175,-0.00846,0.004172,0.01,0,0,0.01,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.821097Z,2/26/20,80e9e3ee-7d38-4204-9f39-5e50cfe8cf87,1/6/05,untradable,active,360,tradable,put,2020-01-18T10:54:00.821105Z,https://api.robinhood.com/options/instruments/80e9e3ee-7d38-4204-9f39-5e50cfe8cf87/,24.82,24.97,228,24.66,5,335.18,,https://api.robinhood.com/options/instruments/80e9e3ee-7d38-4204-9f39-5e50cfe8cf87/,,,,24.815,0,2/19/20,21.68,0,0.502947,0.497053,-0.967854,0.005659,0.296252,-0.057408,-0.052517,0.030962,24.9,24.67,24.77,24.8,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.821021Z,2/26/20,02e4ff20-b3bf-43db-83c3-49157dff07dd,1/6/05,untradable,active,310,tradable,put,2020-01-18T10:54:00.821030Z,https://api.robinhood.com/options/instruments/02e4ff20-b3bf-43db-83c3-49157dff07dd/,0.08,0.08,2733,0.07,7757,309.92,0.09,https://api.robinhood.com/options/instruments/02e4ff20-b3bf-43db-83c3-49157dff07dd/,0.08,15,0.03,0.075,532,2/19/20,0.05,53,0.018759,0.981241,-0.017397,0.003417,0.292808,-0.000972,-0.044686,0.018479,0.08,0.07,0.07,0.08,0.01,0.01,0
c277b118-58d9-4060-8dc5-a3b5898955cb,SPY,2020-01-18T10:54:00.820969Z,2/26/20,4ce7e6bd-e6cd-4169-8bcb-f2b8d9390abd,1/6/05,untradable,active,315,tradable,call,2020-01-18T10:54:00.820977Z,https://api.robinhood.com/options/instruments/4ce7e6bd-e6cd-4169-8bcb-f2b8d9390abd/,20.35,20.51,5,20.19,264,335.35,20.77,https://api.robinhood.com/options/instruments/4ce7e6bd-e6cd-4169-8bcb-f2b8d9390abd/,20.77,1,20.77,20.35,31,2/19/20,23.48,1,0.493636,0.506364,0.990101,0.00292,0.210541,0.051209,-0.041255,0.011353,20.48,20.25,20.35,20.38,0.01,0.01,0
